"Study_ID","Study_Name","Location_ID","Study_Specific_Location_ID","Location_Name","Field_Collection_Type","Field_Collector","Field_Collection_Start_Date","Field_Collection_Start_Time","Field_Collection_Start_Date_Time","Field_Collection_End_Date","Field_Collection_End_Time","Field_Collection_End_Date_Time","Field_Collection_Comment","Field_Collection_Area","Field_Collection_Area_Units","Field_Collection_Reference_Point","Field_Collection_Upper_Depth","Field_Collection_Lower_Depth","Field_Collection_Depth_Units","Upper_Depth_In_Feet","Lower_Depth_In_Feet","Well_Water_Level_Measuring_Point_Or_TOC_ID","Sample_ID","Sample_Field_Replicate_ID","Sample_Replicate_Flag","Sample_Sub_ID","Sample_Composite_Flag","Storm_Event_Qualifier","Sample_Matrix","Sample_Source","Sample_Use","Sample_Collection_Method","Sample_Collection_Method_Description","Sample_Preparation_Method","Sample_Preparation_Method_Description","Sample_Method_Other","Sample_Method_Other_Type","Sample_Method_Other_Description","Sample_Taxon_Name","Sample_Taxon_Common_Name","Sample_Taxon_TSN","Sample_Tissue_Type","Sample_Percent_Sorted","Result_Parameter_Name","Result_Parameter_CAS_Number","Lab_Analysis_Date","Lab_Analysis_Date_Accuracy","Lab_Analysis_Time","Result_Value","Result_Value_Units","Result_Reporting_Limit","Result_Reporting_Limit_Type","Result_Detection_Limit","Result_Detection_Limit_Type","Result_Data_Qualifier","Result_Data_Qualifier_Description","Result_Suspect_or_Rejected_Flag","Result_Suspect_Code","Result_Suspect_Description","Fraction_Analyzed","Field_Filtered_Flag","Result_Basis","Digestion_Method","Water_Level_Accuracy","Result_Method","Result_Method_Description","Result_Comment","Result_Additional_Comment","Result_Lab_Replicate_ID","Result_Lab_Name","Result_Validation_Level","Result_Taxon_Name","Result_Taxon_Common_Name","Result_Taxon_Alias_Other","Result_Taxon_TSN","Result_Taxon_Parent_TSN","Result_Taxon_Unidentified_Species","Result_Taxon_Life_Stage","Study_QA_Planning_Level","Study_QA_Assessment_Level","Study_Type","EIM_Data_Entry_Review_Status","Calculated_Latitude_Decimal_Degrees_NAD83HARN","Calculated_Longitude_Decimal_Degrees_NAD83HARN","Record_Created_On","Result_System_ID"
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC101","3450000512","3450000512","Sample","","04/02/2002",,4/2/2002 12:00:00 AM,"04/02/2002",,4/2/2002 12:00:00 AM,"",,"","",6,12,"in",0.4999998,0.9999996,"","101-1-23-4-1","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Arsenic","7440-38-2","04/09/2002","",00:00:00,"140","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.297767467988,-122.51924303755,,6350884
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC101","3450000512","3450000512","Sample","","04/02/2002",,4/2/2002 12:00:00 AM,"04/02/2002",,4/2/2002 12:00:00 AM,"",,"","",6,12,"in",0.4999998,0.9999996,"","101-1-23-4-1","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Lead","7439-92-1","04/09/2002","",00:00:00,"430","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.297767467988,-122.51924303755,,6544212
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC101","3450000512","3450000512","Sample","","04/02/2002",,4/2/2002 12:00:00 AM,"04/02/2002",,4/2/2002 12:00:00 AM,"",,"","",6,12,"in",0.4999998,0.9999996,"","101-1-33-4-2","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Arsenic","7440-38-2","04/09/2002","",00:00:00,"130","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.297767467988,-122.51924303755,,2350889
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC101","3450000512","3450000512","Sample","","04/02/2002",,4/2/2002 12:00:00 AM,"04/02/2002",,4/2/2002 12:00:00 AM,"",,"","",6,12,"in",0.4999998,0.9999996,"","101-1-33-4-2","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Lead","7439-92-1","04/09/2002","",00:00:00,"650","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.297767467988,-122.51924303755,,8312889
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC101","3450000512","3450000512","Sample","","04/02/2002",,4/2/2002 12:00:00 AM,"04/02/2002",,4/2/2002 12:00:00 AM,"",,"","",6,12,"in",0.4999998,0.9999996,"","101-1-43-4-2","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Lead","7439-92-1","04/09/2002","",00:00:00,"790","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.297767467988,-122.51924303755,,2412893
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC101","3450000512","3450000512","Sample","","04/02/2002",,4/2/2002 12:00:00 AM,"04/02/2002",,4/2/2002 12:00:00 AM,"",,"","",6,12,"in",0.4999998,0.9999996,"","101-1-43-4-2","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Arsenic","7440-38-2","04/09/2002","",00:00:00,"160","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.297767467988,-122.51924303755,,5450893
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC102","3895000051","3895000051","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",0,2,"in",0,0.1666666,"","102-1-11-4-1","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Lead","7439-92-1","04/09/2002","",00:00:00,"39","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2938658434806,-122.526007949878,,3422856
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC102","3895000051","3895000051","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",0,2,"in",0,0.1666666,"","102-1-11-4-1","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Arsenic","7440-38-2","04/09/2002","",00:00:00,"9.2","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2938658434806,-122.526007949878,,7683274
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC102","3895000051","3895000051","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",0,2,"in",0,0.1666666,"","102-1-11-5-1","","Y","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Arsenic","7440-38-2","04/09/2002","",00:00:00,"9.6","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2938658434806,-122.526007949878,,1898296
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC102","3895000051","3895000051","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",0,2,"in",0,0.1666666,"","102-1-11-5-1","","Y","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Lead","7439-92-1","04/09/2002","",00:00:00,"40","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2938658434806,-122.526007949878,,5637878
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC102","3895000051","3895000051","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",0,2,"in",0,0.1666666,"","102-1-21-4-1","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Arsenic","7440-38-2","04/09/2002","",00:00:00,"84","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2938658434806,-122.526007949878,,1883298
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC102","3895000051","3895000051","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",0,2,"in",0,0.1666666,"","102-1-21-4-1","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Lead","7439-92-1","04/09/2002","",00:00:00,"210","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2938658434806,-122.526007949878,,7854298
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC102","3895000051","3895000051","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",0,2,"in",0,0.1666666,"","102-1-31-4-2","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Lead","7439-92-1","04/09/2002","",00:00:00,"78","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2938658434806,-122.526007949878,,3912716
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC102","3895000051","3895000051","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",0,2,"in",0,0.1666666,"","102-1-31-4-2","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Arsenic","7440-38-2","04/09/2002","",00:00:00,"27","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2938658434806,-122.526007949878,,7941716
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC102","3895000051","3895000051","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",0,2,"in",0,0.1666666,"","102-1-41-4-2","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Lead","7439-92-1","04/09/2002","",00:00:00,"240","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2938658434806,-122.526007949878,,5912718
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC102","3895000051","3895000051","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",0,2,"in",0,0.1666666,"","102-1-41-4-2","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Arsenic","7440-38-2","04/09/2002","",00:00:00,"68","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2938658434806,-122.526007949878,,8941718
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC105","5205000380","5205000380","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",0,2,"in",0,0.1666666,"","105-1-11-4-1","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Arsenic","7440-38-2","04/09/2002","",00:00:00,"36","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2828233107413,-122.486794334408,,4123283
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC105","5205000380","5205000380","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",0,2,"in",0,0.1666666,"","105-1-11-4-1","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Lead","7439-92-1","04/09/2002","",00:00:00,"120","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2828233107413,-122.486794334408,,5522865
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC105","5205000380","5205000380","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",0,2,"in",0,0.1666666,"","105-1-21-4-1","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Lead","7439-92-1","04/09/2002","",00:00:00,"150","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2828233107413,-122.486794334408,,2622873
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC105","5205000380","5205000380","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",0,2,"in",0,0.1666666,"","105-1-21-4-1","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Arsenic","7440-38-2","04/09/2002","",00:00:00,"22","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2828233107413,-122.486794334408,,5651873
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC105","5205000380","5205000380","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",0,2,"in",0,0.1666666,"","105-1-31-4-2","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Lead","7439-92-1","04/09/2002","",00:00:00,"240","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2828233107413,-122.486794334408,,3582564
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC105","5205000380","5205000380","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",0,2,"in",0,0.1666666,"","105-1-31-4-2","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Arsenic","7440-38-2","04/09/2002","",00:00:00,"28","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2828233107413,-122.486794334408,,6521564
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC105","5205000380","5205000380","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",0,2,"in",0,0.1666666,"","105-1-41-4-2","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Arsenic","7440-38-2","04/09/2002","",00:00:00,"26","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2828233107413,-122.486794334408,,1521568
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC105","5205000380","5205000380","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",0,2,"in",0,0.1666666,"","105-1-41-4-2","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Lead","7439-92-1","04/09/2002","",00:00:00,"150","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2828233107413,-122.486794334408,,8582568
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC102","3895000051","3895000051","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",2,6,"in",0.1666666,0.4999998,"","102-1-12-4-1","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Lead","7439-92-1","04/09/2002","",00:00:00,"150","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2938658434806,-122.526007949878,,1422854
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC102","3895000051","3895000051","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",2,6,"in",0.1666666,0.4999998,"","102-1-12-4-1","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Arsenic","7440-38-2","04/09/2002","",00:00:00,"73","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2938658434806,-122.526007949878,,2913272
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC102","3895000051","3895000051","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",2,6,"in",0.1666666,0.4999998,"","102-1-12-5-1","","Y","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Arsenic","7440-38-2","04/09/2002","",00:00:00,"61","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2938658434806,-122.526007949878,,1666871
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC102","3895000051","3895000051","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",2,6,"in",0.1666666,0.4999998,"","102-1-12-5-1","","Y","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Lead","7439-92-1","04/09/2002","",00:00:00,"110","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2938658434806,-122.526007949878,,8637871
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC102","3895000051","3895000051","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",2,6,"in",0.1666666,0.4999998,"","102-1-22-4-1","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Lead","7439-92-1","04/09/2002","",00:00:00,"110","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2938658434806,-122.526007949878,,3912715
"TSP-PC","Tacoma Smelter Plume (TSP) Pierce County Footprint Study","TSPPC102","3895000051","3895000051","Sample","","04/03/2002",,4/3/2002 12:00:00 AM,"04/03/2002",,4/3/2002 12:00:00 AM,"",,"","",2,6,"in",0.1666666,0.4999998,"","102-1-22-4-1","","N","","N","","Solid/Sediment","Soil","","","","","","","","","","","","",,"Arsenic","7440-38-2","04/09/2002","",00:00:00,"82","mg/Kg","","","","","","","","","","Total","","DRY","","","SW6020","Inductively Coupled Plasma-Mass Spectrometry (ICP-MS) for Metals and Trace Elements, Revision 0","","","","Severn Trent Labs (STL), Seattle/Tacoma WA (1/1/02-6/30/07, see lab detail for current info)","","","","","","","","","LEVEL 3: QAPP, SAP, or Equivalent.","Level 1:  Data neither Verified nor Assessed for Usability","General environmental study","Not Reviewed",47.2938658434806,-122.526007949878,,6941715
